Weekend_Dates,Days,Movie_Name,Revenue,Viewers,Shows,Average_Revenue_Per_Show,Average_Viewers_Per_Show,Revenue_Share,Shows_Share
21.05 - 24.05.2015,3,Форсаж 7,804671,3296,246,3271,13,0.22%,0.32%
21.05 - 24.05.2015,3,Слендер,827960,3786,311,2662,12,0.22%,0.41%
21.05 - 24.05.2015,3,МУЛЬТ в кино. Выпуск № 5,1184385,10709,710,1668,15,0.32%,0.93%
21.05 - 24.05.2015,3,Дом в конце времен,1368515,4985,488,2804,10,0.37%,0.64%
21.05 - 24.05.2015,3,Идеальный голос 2 /По произведению Мики Рэпкина/,1563282,7289,1075,1454,6,0.42%,1.40%
21.05 - 24.05.2015,3,Дом _,1819379,8820,497,3660,17,0.49%,0.65%
14.05 - 17.05.2015,3,Безумный Макс: Дорога ярости,261715559,813635,37146,7045,21,66.74%,47.85%
14.05 - 17.05.2015,3,Мстители: Эра Альтрона,35500568,132425,7320,4849,18,9.05%,9.43%
14.05 - 17.05.2015,3,Одной левой.,30857835,120788,8234,3747,14,7.87%,10.61%
14.05 - 17.05.2015,3,А зори здесь тихие..._,13943881,61963,5503,2533,11,3.56%,7.09%
14.05 - 17.05.2015,3,Мисс Переполох,9226735,30643,2928,3151,10,2.35%,3.77%
14.05 - 17.05.2015,3,Слендер,7025374,28141,2269,3096,12,1.79%,2.92%
14.05 - 17.05.2015,3,Пингвиненок Пороро: Большие гонки,6441635,32443,2686,2398,12,1.64%,3.46%
14.05 - 17.05.2015,3,Идеальный голос 2 /По произведению Мики Рэпкина/,4797226,19710,2369,2025,8,1.22%,3.05%
14.05 - 17.05.2015,3,Суперкоманда,4317986,19070,1229,3513,15,1.10%,1.58%
14.05 - 17.05.2015,3,Дорога на Берлин,3276452,15575,2368,1383,6,0.84%,3.05%
14.05 - 17.05.2015,3,Территория,766829,2760,119,6443,23,0.20%,0.15%
14.05 - 17.05.2015,3,Другая Бовари,793263,2744,234,3390,11,0.20%,0.30%
14.05 - 17.05.2015,3,Приличные люди,1127517,5429,661,1705,8,0.29%,0.85%
14.05 - 17.05.2015,3,Игра на выживание__,1412960,5270,805,1755,6,0.36%,1.04%
14.05 - 17.05.2015,3,Джеки в царстве женщин,1440600,4711,237,6078,19,0.37%,0.31%
14.05 - 17.05.2015,3,Особо опасна,1493322,6295,977,1528,6,0.38%,1.26%
14.05 - 17.05.2015,3,МУЛЬТ в кино. Выпуск № 5,1518354,13475,578,2626,23,0.39%,0.74%
14.05 - 17.05.2015,3,Факап или Хуже не бывает,1940185,7736,893,2172,8,0.49%,1.15%
14.05 - 17.05.2015,3,Дом _,2153122,9054,402,5356,22,0.55%,0.52%
14.05 - 17.05.2015,3,Форсаж 7,2403780,10150,665,3614,15,0.61%,0.86%
07.05 - 11.05.2015,4,Мстители: Эра Альтрона,117104081,406014,21747,5384,18,32.21%,21.11%
07.05 - 11.05.2015,4,Одной левой.,68800344,269888,19240,3575,14,18.93%,18.68%
07.05 - 11.05.2015,4,А зори здесь тихие..._,58903136,275971,17261,3412,15,16.20%,16.76%
07.05 - 11.05.2015,4,Мисс Переполох,22798619,79160,7078,3221,11,6.27%,6.87%
07.05 - 11.05.2015,4,Слендер,18873635,75546,4702,4013,16,5.19%,4.56%
07.05 - 11.05.2015,4,Дорога на Берлин,16569930,82410,8305,1995,9,4.56%,8.06%
07.05 - 11.05.2015,4,Форсаж 7,12202726,47697,2721,4484,17,3.36%,2.64%
07.05 - 11.05.2015,4,Суперкоманда,11672930,56625,5109,2284,11,3.21%,4.96%
07.05 - 11.05.2015,4,Приличные люди,11015293,46603,5829,1889,7,3.03%,5.66%
07.05 - 11.05.2015,4,Игра на выживание__,6160436,20997,2475,2489,8,1.69%,2.40%
07.05 - 11.05.2015,4,Второй шанс_,999218,3144,357,2798,8,0.27%,0.35%
07.05 - 11.05.2015,4,Джентльмен-грабитель,1019625,3228,468,2178,6,0.28%,0.45%
07.05 - 11.05.2015,4,МУЛЬТ в кино. Выпуск № 4,1060194,9862,816,1299,12,0.29%,0.79%
07.05 - 11.05.2015,4,Излечить страх,1093319,4496,375,2915,11,0.30%,0.36%
07.05 - 11.05.2015,4,Другая Бовари,1278454,4364,515,2482,8,0.35%,0.50%
07.05 - 11.05.2015,4,Территория,1632681,6644,372,4388,17,0.45%,0.36%
07.05 - 11.05.2015,4,Опасное погружение,1784833,7793,936,1906,8,0.49%,0.91%
07.05 - 11.05.2015,4,Демоны Деборы Логан,1865960,8102,854,2184,9,0.51%,0.83%
07.05 - 11.05.2015,4,Дом _,2750010,13343,858,3205,15,0.76%,0.83%
07.05 - 11.05.2015,4,Особо опасна,5937302,23659,3001,1978,7,1.63%,2.91%
30.04 - 04.05.2015,4,Мстители: Эра Альтрона,358887771,1222189,38202,9394,31,52.93%,36.83%
30.04 - 04.05.2015,4,А зори здесь тихие..._,138139327,528412,26769,5160,19,20.37%,25.81%
30.04 - 04.05.2015,4,Приличные люди,55257302,211189,12958,4264,16,8.15%,12.49%
30.04 - 04.05.2015,4,Форсаж 7,41942452,153817,5899,7110,26,6.19%,5.69%
30.04 - 04.05.2015,4,Суперкоманда,35335189,156814,8874,3981,17,5.21%,8.56%
30.04 - 04.05.2015,4,Опасное погружение,8633426,30417,2082,4146,14,1.27%,2.01%
30.04 - 04.05.2015,4,Дом _,6607830,32772,1089,6067,30,0.97%,1.05%
30.04 - 04.05.2015,4,Битва за Севастополь,6376236,27646,1379,4623,20,0.94%,1.33%
30.04 - 04.05.2015,4,Территория,5508785,21387,771,7144,27,0.81%,0.74%
30.04 - 04.05.2015,4,Демоны Деборы Логан,5469745,22119,1415,3865,15,0.81%,1.36%
30.04 - 04.05.2015,4,Ночной беглец,464365,1615,208,2232,7,0.07%,0.20%
30.04 - 04.05.2015,4,Дикая /По произведению Шерил Стрэйд/,481437,1768,55,8753,32,0.07%,0.05%
30.04 - 04.05.2015,4,Неупокоенная,740076,3248,257,2879,12,0.11%,0.25%
30.04 - 04.05.2015,4,Большая игра / Big Game,783639,2569,214,3661,12,0.12%,0.21%
30.04 - 04.05.2015,4,Из темноты,849931,3441,230,3695,14,0.13%,0.22%
30.04 - 04.05.2015,4,Реальные упыри,957347,3173,118,8113,26,0.14%,0.11%
30.04 - 04.05.2015,4,Призрак_.,2128620,9747,373,5706,26,0.31%,0.36%
30.04 - 04.05.2015,4,Излечить страх,2142000,8312,717,2987,11,0.32%,0.69%
30.04 - 04.05.2015,4,МУЛЬТ в кино. Выпуск № 4,2770920,24953,1190,2328,20,0.41%,1.15%
30.04 - 04.05.2015,4,Второй шанс_,4523536,12673,916,4938,13,0.67%,0.88%
23.04 - 26.04.2015,3,Мстители: Эра Альтрона,703830546,2294403,44007,15993,52,83.54%,60.80%
23.04 - 26.04.2015,3,Форсаж 7,71314067,264212,10913,6534,24,8.46%,15.08%
23.04 - 26.04.2015,3,Территория,14902430,57137,3105,4799,18,1.77%,4.29%
23.04 - 26.04.2015,3,Битва за Севастополь,14055383,66242,2691,5223,24,1.67%,3.72%
23.04 - 26.04.2015,3,Ночной беглец,8264290,28494,2989,2764,9,0.98%,4.13%
23.04 - 26.04.2015,3,Дом _,8228940,40695,1705,4826,23,0.98%,2.36%
23.04 - 26.04.2015,3,Призрак_.,4599280,19893,1062,4330,18,0.55%,1.47%
23.04 - 26.04.2015,3,Дальняя дорога /По произведению Николаса Спаркса/,2981092,12852,1321,2256,9,0.35%,1.82%
23.04 - 26.04.2015,3,Реальные упыри,1970138,6881,539,3655,12,0.23%,0.74%
23.04 - 26.04.2015,3,МУЛЬТ в кино. Выпуск № 3,1860241,16769,603,3084,27,0.22%,0.83%
23.04 - 26.04.2015,3,А зори здесь тихие..._,388396,1724,20,19419,86,0.05%,0.03%
23.04 - 26.04.2015,3,Барашек Шон.,479773,2610,136,3527,19,0.06%,0.19%
23.04 - 26.04.2015,3,1915,598733,2528,203,2949,12,0.07%,0.28%
23.04 - 26.04.2015,3,Дикая /По произведению Шерил Стрэйд/,720544,2948,153,4709,19,0.09%,0.21%
23.04 - 26.04.2015,3,Добро пожаловать в рай,776293,3104,441,1760,7,0.09%,0.61%
23.04 - 26.04.2015,3,С 5 до 7. Время любовников,798286,2387,226,3532,10,0.09%,0.31%
23.04 - 26.04.2015,3,Гнездо дракона,1517831,7877,569,2667,13,0.18%,0.79%
23.04 - 26.04.2015,3,Эффект Лазаря,1556961,6219,359,4336,17,0.18%,0.50%
23.04 - 26.04.2015,3,Из темноты,1810630,6858,364,4974,18,0.21%,0.50%
23.04 - 26.04.2015,3,Большая игра / Big Game,1847248,7958,979,1886,8,0.22%,1.35%
16.04 - 19.04.2015,3,Форсаж 7,304733677,1041075,34613,8804,30,63.10%,46.97%
16.04 - 19.04.2015,3,Территория,32915102,124230,6616,4975,18,6.82%,8.98%
16.04 - 19.04.2015,3,Битва за Севастополь,32393630,148293,5617,5767,26,6.71%,7.62%
16.04 - 19.04.2015,3,Ночной беглец,30142834,107708,7181,4197,14,6.24%,9.74%
16.04 - 19.04.2015,3,Дом _,16080029,75511,2296,7003,32,3.33%,3.12%
16.04 - 19.04.2015,3,Призрак_.,12954733,55106,2053,6310,26,2.68%,2.79%
16.04 - 19.04.2015,3,Большая игра / Big Game,8569059,33060,2756,3109,11,1.77%,3.74%
16.04 - 19.04.2015,3,Дальняя дорога /По произведению Николаса Спаркса/,8512745,31453,3099,2746,10,1.76%,4.21%
16.04 - 19.04.2015,3,Гнездо дракона,7022625,35534,2029,3461,17,1.45%,2.75%
16.04 - 19.04.2015,3,Эффект Лазаря,6869129,28595,1290,5324,22,1.42%,1.75%
16.04 - 19.04.2015,3,Искатель воды,399203,1685,144,2772,11,0.08%,0.20%
16.04 - 19.04.2015,3,"Дивергент, глава 2: Инсургент",435181,2851,117,3719,24,0.09%,0.16%
16.04 - 19.04.2015,3,"Не видать нам Париж, как своих ушей",462999,1509,164,2823,9,0.10%,0.22%
16.04 - 19.04.2015,3,Барашек Шон.,1087570,4953,226,4812,21,0.23%,0.31%
16.04 - 19.04.2015,3,МУЛЬТ в кино. Выпуск № 3,2124891,18487,565,3760,32,0.44%,0.77%
16.04 - 19.04.2015,3,С 5 до 7. Время любовников,2232149,6799,728,3066,9,0.46%,0.99%
16.04 - 19.04.2015,3,Дикая /По произведению Шерил Стрэйд/,2796271,9636,678,4124,14,0.58%,0.92%
16.04 - 19.04.2015,3,Женщины против мужчин,3124819,14897,712,4388,20,0.65%,0.97%
16.04 - 19.04.2015,3,Добро пожаловать в рай,4699360,16621,1691,2779,9,0.97%,2.29%
16.04 - 19.04.2015,3,Реальные упыри,5361069,16971,1116,4803,15,1.11%,1.51%
09.04 - 12.04.2015,3,Форсаж 7,718191731,2412490,45237,15876,53,82.45%,57.19%
09.04 - 12.04.2015,3,Битва за Севастополь,60696129,256177,12127,5005,21,6.97%,15.33%
09.04 - 12.04.2015,3,Призрак_.,22462150,96740,3883,5784,24,2.58%,4.91%
09.04 - 12.04.2015,3,Дом _,19341967,90549,3341,5789,27,2.22%,4.22%
09.04 - 12.04.2015,3,Женщины против мужчин,17853948,71246,4644,3844,15,2.05%,5.87%
09.04 - 12.04.2015,3,Гнездо дракона,9040022,39859,3157,2863,12,1.04%,3.99%
09.04 - 12.04.2015,3,Дикая /По произведению Шерил Стрэйд/,5025783,17197,1248,4027,13,0.58%,1.58%
09.04 - 12.04.2015,3,Искатель воды,4123980,14999,1365,3021,10,0.47%,1.73%
09.04 - 12.04.2015,3,Эффект Лазаря,3869074,14660,638,6064,22,0.44%,0.81%
09.04 - 12.04.2015,3,Барашек Шон.,2616920,13810,885,2956,15,0.30%,1.12%
09.04 - 12.04.2015,3,Робот по имени Чаппи,273862,1456,97,2823,15,0.03%,0.12%
09.04 - 12.04.2015,3,"Короткометражные фильмы, номинированные на ""Оскар"" - 2015. Игровое кино",276690,701,9,30743,77,0.03%,0.01%
09.04 - 12.04.2015,3,Вселенная Стивена Хокинга /По книге Джейн Хокинг/,294149,1167,53,5549,22,0.03%,0.07%
09.04 - 12.04.2015,3,С 5 до 7. Время любовников,320500,145,1,320500,145,0.04%,0.00%
09.04 - 12.04.2015,3,Золушка /По сказке Шарля Перро/. Холодное торжество,385171,1592,96,4012,16,0.04%,0.12%
09.04 - 12.04.2015,3,Фокус,491714,1840,139,3537,13,0.06%,0.18%
09.04 - 12.04.2015,3,Как поймать монстра,592808,1987,207,2863,9,0.07%,0.26%
09.04 - 12.04.2015,3,МУЛЬТ в кино. Выпуск № 2,1293155,11827,466,2775,25,0.15%,0.59%
09.04 - 12.04.2015,3,"Дивергент, глава 2: Инсургент",1367303,7733,409,3343,18,0.16%,0.52%
09.04 - 12.04.2015,3,Последние рыцари,2512263,9286,1100,2283,8,0.29%,1.39%
02.04 - 05.04.2015,3,Битва за Севастополь,186783177,736329,25610,7293,28,36.06%,30.57%
02.04 - 05.04.2015,3,Призрак_.,83048593,343115,10881,7632,31,16.04%,12.99%
02.04 - 05.04.2015,3,Дом _,72144347,308794,9410,7666,32,13.93%,11.23%
02.04 - 05.04.2015,3,Женщины против мужчин,68174197,264740,10457,6519,25,13.16%,12.48%
02.04 - 05.04.2015,3,"Дивергент, глава 2: Инсургент",24706869,79644,4391,5626,18,4.77%,5.24%
02.04 - 05.04.2015,3,Искатель воды,20138402,69922,4240,4749,16,3.89%,5.06%
02.04 - 05.04.2015,3,Последние рыцари,18982938,62907,4618,4110,13,3.67%,5.51%
02.04 - 05.04.2015,3,Барашек Шон.,14296178,73247,3825,3737,19,2.76%,4.57%
02.04 - 05.04.2015,3,Поклонник.,6366893,22639,2120,3003,10,1.23%,2.53%
02.04 - 05.04.2015,3,Золушка /По сказке Шарля Перро/. Холодное торжество,4091805,15962,698,5862,22,0.79%,0.83%
02.04 - 05.04.2015,3,Самба,617137,1652,65,9494,25,0.12%,0.08%
02.04 - 05.04.2015,3,Вселенная Стивена Хокинга /По книге Джейн Хокинг/,700613,2482,71,9867,34,0.14%,0.08%
02.04 - 05.04.2015,3,Оз: Нашествие летучих обезьян,723360,3411,432,1674,7,0.14%,0.52%
02.04 - 05.04.2015,3,Дуxless 2,1291364,4830,216,5978,22,0.25%,0.26%
02.04 - 05.04.2015,3,МУЛЬТ в кино. Выпуск № 2,1561346,13802,514,3037,26,0.30%,0.61%
02.04 - 05.04.2015,3,Машина времени в джакузи 2,1786426,7251,1073,1664,6,0.34%,1.28%
02.04 - 05.04.2015,3,Фокус,2842853,10568,374,7601,28,0.55%,0.45%
02.04 - 05.04.2015,3,Робот по имени Чаппи,2869864,11765,457,6279,25,0.55%,0.55%
02.04 - 05.04.2015,3,Тайна Сухаревой башни. Чародей равновесия,3103484,16295,1724,1800,9,0.60%,2.06%
02.04 - 05.04.2015,3,Неуловимые .,3683898,15133,2601,1416,5,0.71%,3.10%
26.03 - 29.03.2015,3,Дом _,197675967,891409,19135,10330,46,31.62%,21.39%
26.03 - 29.03.2015,3,Призрак_.,164318929,690381,15727,10448,43,26.29%,17.58%
26.03 - 29.03.2015,3,"Дивергент, глава 2: Инсургент",103090190,360252,13664,7544,26,16.49%,15.27%
26.03 - 29.03.2015,3,Барашек Шон.,30560177,153340,7640,4000,20,4.89%,8.54%
26.03 - 29.03.2015,3,Поклонник.,24949155,84963,4988,5001,17,3.99%,5.58%
26.03 - 29.03.2015,3,Неуловимые .,22051622,86307,8065,2734,10,3.53%,9.02%
26.03 - 29.03.2015,3,Золушка /По сказке Шарля Перро/. Холодное торжество,20877901,98514,3236,6451,30,3.34%,3.62%
26.03 - 29.03.2015,3,Робот по имени Чаппи,10427557,37932,1164,8958,32,1.67%,1.30%
26.03 - 29.03.2015,3,Машина времени в джакузи 2,10421807,39553,3738,2788,10,1.67%,4.18%
26.03 - 29.03.2015,3,Тайна Сухаревой башни. Чародей равновесия,9387419,46085,4915,1909,9,1.50%,5.49%
26.03 - 29.03.2015,3,"Отель ""Мэриголд"". Заселение продолжается",631694,2143,116,5445,18,0.10%,0.13%
26.03 - 29.03.2015,3,Батальонъ,1040344,5195,182,5716,28,0.17%,0.20%
26.03 - 29.03.2015,3,Вселенная Стивена Хокинга /По книге Джейн Хокинг/,1141839,4010,105,10874,38,0.18%,0.12%
26.03 - 29.03.2015,3,Модная штучка,1260834,4507,669,1884,6,0.20%,0.75%
26.03 - 29.03.2015,3,Полное превращение,1384966,6374,936,1479,6,0.22%,1.05%
26.03 - 29.03.2015,3,Мульт в кино. Выпуск № 1,1646264,14312,701,2348,20,0.26%,0.78%
26.03 - 29.03.2015,3,Самба,2695175,8438,547,4927,15,0.43%,0.61%
26.03 - 29.03.2015,3,Энни.,5346895,26650,1710,3126,15,0.86%,1.91%
26.03 - 29.03.2015,3,Дуxless 2,7438554,27215,1206,6167,22,1.19%,1.35%
26.03 - 29.03.2015,3,Фокус,8744602,27897,1012,8640,27,1.40%,1.13%
19.03 - 22.03.2015,3,Дом _,288957360,1230643,23693,12195,51,41.84%,29.03%
19.03 - 22.03.2015,3,"Дивергент, глава 2: Инсургент",227571419,783923,22995,9896,34,32.95%,28.17%
19.03 - 22.03.2015,3,Золушка /По сказке Шарля Перро/. Холодное торжество,52109591,239538,9744,5347,24,7.54%,11.94%
19.03 - 22.03.2015,3,Робот по имени Чаппи,29149036,110459,4418,6597,25,4.22%,5.41%
19.03 - 22.03.2015,3,Дуxless 2,25480749,86359,4235,6016,20,3.69%,5.19%
19.03 - 22.03.2015,3,Фокус,20787236,69110,2227,9334,31,3.01%,2.73%
19.03 - 22.03.2015,3,Энни.,10595106,42670,3176,3335,13,1.53%,3.89%
19.03 - 22.03.2015,3,Самба,7471239,24497,1504,4967,16,1.08%,1.84%
19.03 - 22.03.2015,3,Полное превращение,6194629,25136,2785,2224,9,0.90%,3.41%
19.03 - 22.03.2015,3,"Отель ""Мэриголд"". Заселение продолжается",4757470,16095,1470,3236,10,0.69%,1.80%
19.03 - 22.03.2015,3,Призрак_.,438771,1838,31,14153,59,0.06%,0.04%
19.03 - 22.03.2015,3,Ледяной лес,649133,2251,139,4670,16,0.09%,0.17%
19.03 - 22.03.2015,3,"Снайпер /По книге Криса Кайла, Скотта МакЭвена и Джима ДеФелиса/",1049064,3548,220,4768,16,0.15%,0.27%
19.03 - 22.03.2015,3,Гнев .,1126717,4008,459,2454,8,0.16%,0.56%
19.03 - 22.03.2015,3,Пилигрим: Пауло Коэльо,1160435,4192,484,2397,8,0.17%,0.59%
19.03 - 22.03.2015,3,Мульт в кино. Выпуск № 1,1267623,11346,638,1986,17,0.18%,0.78%
19.03 - 22.03.2015,3,Вселенная Стивена Хокинга /По книге Джейн Хокинг/,1641482,5048,169,9712,29,0.24%,0.21%
19.03 - 22.03.2015,3,Суперфорсаж,2844089,12932,1109,2564,11,0.41%,1.36%
19.03 - 22.03.2015,3,Батальонъ,2887308,14593,466,6195,31,0.42%,0.57%
19.03 - 22.03.2015,3,Проклятие: Начало конца,4563264,19235,1666,2739,11,0.66%,2.04%
12.03 - 15.03.2015,3,Золушка /По сказке Шарля Перро/. Холодное торжество,141226223,616518,21589,6541,28,31.20%,27.29%
12.03 - 15.03.2015,3,Робот по имени Чаппи,90311143,343502,13187,6848,26,19.95%,16.67%
12.03 - 15.03.2015,3,Дуxless 2,83207370,294678,14378,5787,20,18.38%,18.18%
12.03 - 15.03.2015,3,Фокус,48500615,173208,5443,8910,31,10.71%,6.88%
12.03 - 15.03.2015,3,Проклятие: Начало конца,16289530,65498,4493,3625,14,3.60%,5.68%
